year,FMSANAME,STATE,instrument,fbnonmex,ushisp,black,age0_14,age15_24,age25_39,age40_54,age55,employed,educ1,educ2,educ3,educ4,dfbnonmex,dushisp,dblack,dage0_14,dage15_24,dage25_39,dage40_54,dage55,demployed,deduc1,deduc2,deduc3,deduc4,popweight,dins,dmexfb_alt,dusbirths,logpc_murder,dlogpc_murder,logpc_rape,dlogpc_rape,logpc_robbery,dlogpc_robbery,logpc_assault,dlogpc_assault,logpc_burglary,dlogpc_burglary,logpc_larceny,dlogpc_larceny,logpc_motor,dlogpc_motor,grp_1,grp_2,grp_3,grp_4,grp_5,grp_6,grp_7,grp_8,grp_9,grp_10,grp_11,grp_12
2.00E+03,"Grand Rapids-Muskegon-Holland, Michigan",MI,1702.487915,0.039467312,0.039025918,0.07933943,0.250002503,0.142739266,0.218844891,0.210487574,0.177925766,0.68336755,0.318190157,0.32354337,0.18841365,0.11986836,0.901585817,1.398189902,0.022217892,-0.003781229,-0.003855661,-0.052214622,0.050305769,0.009545714,-0.00845772,-0.028566986,0.04651922,-0.047362283,0.020629577,778860,0.033091232,1.103957653,0.315846235,0.932311356,-0.307484686,3.857621193,-0.506093442,4.515830517,-0.200670689,5.705028057,-0.216082141,6.590538502,-0.304632217,7.889466286,-0.156117618,5.591969967,-0.133484036,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Greensboro--Winston-Salem--High Point, North Carolina",NC,6196.457031,0.014054813,0.005713587,0.219819427,0.223139212,0.173001155,0.239303783,0.171294719,0.193261147,0.657611609,0.515285134,0.233470321,0.098660253,0.10811533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675060,NA,NA,NA,2.533019781,NA,3.080801249,NA,4.894983292,NA,6.189315319,NA,7.636180878,NA,8.330006599,NA,5.861013889,NA,0,0,0,0,0,0,0,0,1,0,0,0
1990,"Greensboro--Winston-Salem--High Point, North Carolina",NC,8466.161133,0.017549152,0.004575354,0.207125217,0.199192241,0.13727127,0.265092671,0.186749443,0.211694375,0.686500311,0.374308467,0.270215482,0.203787237,0.109457701,0.34943381,-0.113823354,-0.01269421,-0.023946971,-0.035729885,0.025788888,0.015454724,0.018433228,0.028888702,-0.140976667,0.036745161,0.105126984,0.001342371,675060,0.336222559,0.043743826,0.038515095,2.304437399,0,3.758939981,0.906721294,5.275756359,0.609355748,6.26222086,0.301487893,7.54256773,0.134969294,8.268681526,0.167257428,5.883042336,0.250610948,0,0,0,0,0,0,0,0,0,1,0,0
2.00E+03,"Greensboro--Winston-Salem--High Point, North Carolina",NC,11393.43652,0.031759806,0.016567877,0.203658462,0.213755906,0.115698159,0.225578725,0.223406509,0.221560702,0.655986786,0.317944735,0.336765021,0.171098113,0.125609174,1.42106545,1.199252248,-0.003466755,0.014563665,-0.021573111,-0.039513946,0.036657065,0.009866327,-0.030513525,-0.056363732,0.06654954,-0.032689124,0.016151473,675060,0.433631897,2.202910423,0.027108701,1.76268971,-0.152191818,3.262190342,-0.107193694,5.275257111,0.389056355,5.757743359,-0.114921324,7.018399715,-0.13461186,8.044495583,0.165369451,5.803575516,0.310089231,0,0,0,0,0,0,0,0,1,0,0,0
1980,"Houston, Texas",TX,733366.875,0.047414143,0.112010747,0.197393015,0.265830427,0.18791087,0.268738717,0.148161575,0.129358411,0.699347019,0.454771549,0.244292006,0.117679276,0.121207766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2744040,NA,NA,NA,3.202696323,NA,3.878659725,NA,5.956781387,NA,5.228111744,NA,7.671257496,NA,7.804393768,NA,6.995000839,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"Houston, Texas",TX,979756.8125,0.080558635,0.128654972,0.203054756,0.272242934,0.137302667,0.275834233,0.174228162,0.140391991,0.670483649,0.366898507,0.229613304,0.221632794,0.129838765,3.31444931,1.664422512,0.005661741,0.006412506,-0.050608203,0.007095516,0.026066586,0.01103358,-0.02886337,-0.087873042,-0.014678702,0.103953518,0.008630998,2744040,8.979094505,2.34943223,1.934374094,3.022439718,0.034938052,3.862352848,0.198887914,6.123317719,0.381730974,5.94687748,0.93396014,7.592449665,0.136386886,8.221078873,0.631879866,7.406038761,0.626232386,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"Houston, Texas",TX,1232333.625,0.105018131,0.160611749,0.20727472,0.289091021,0.139088303,0.207442284,0.211613938,0.152764469,0.642035365,0.345640838,0.287109405,0.169567853,0.139265493,2.445949554,3.195677757,0.004219964,0.016848087,0.001785636,-0.068391949,0.037385777,0.012372479,-0.028448284,-0.021257669,0.057496101,-0.05206494,0.009426728,2744040,9.20456028,3.859381437,2.628205061,1.98731792,-0.775099218,3.300340176,-0.301990241,5.432363987,-0.430931509,6.012392044,0.325537622,6.808100224,-0.524326742,7.850904942,-0.110151425,6.412387848,-0.733628511,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Indianapolis, Indiana",IN,22576.14844,0.016841186,0.00565445,0.136723265,0.243026048,0.182096183,0.234260827,0.156920612,0.18369633,0.633723736,0.46501857,0.316126257,0.089374281,0.081321843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167200,NA,NA,NA,0.838644028,NA,2.330298901,NA,4.008952141,NA,4.198247433,NA,6.491522789,NA,7.398154259,NA,5.528631687,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Indianapolis, Indiana",IN,30595.70703,0.020859623,0.006962169,0.139213428,0.230614185,0.134694576,0.275761068,0.172835186,0.186094999,0.678008974,0.347991675,0.298585296,0.198040336,0.102361783,0.401843727,0.13077189,0.002490163,-0.012411863,-0.047401607,0.041500241,0.015914574,0.00239867,0.044285238,-0.117026895,-0.017540962,0.108666055,0.02103994,1167200,0.687076628,0.041464951,0.046264566,0.87524879,0.105360515,2.825909615,0.5643664,3.710421085,-0.229775131,4.828413486,0.698921978,6.265689373,-0.157077804,7.530303001,0.200904384,5.335007668,-0.124868304,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Indianapolis, Indiana",IN,40438.83203,0.027260993,0.012553347,0.140679225,0.231109366,0.124099441,0.234026566,0.221440434,0.1893242,0.673904479,0.306280166,0.339418769,0.162819177,0.130553827,0.640136957,0.559117854,0.001465797,4.95E-04,-0.010595135,-0.041734502,0.048605248,0.003229201,-0.004104495,-0.041711509,0.040833473,-0.035221159,0.028192043,1167200,0.843310893,0.710885167,0.078735434,0.058738276,-0.567984045,1.430217505,-1.147165537,2.401674747,-1.060219884,3.176167488,-1.403719783,4.52261591,-1.494547009,6.311548233,-0.970228016,3.811696529,-1.274784684,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Kansas City, Missouri-Kansas",KS,9173.112305,0.022060502,0.020812083,0.132374778,0.23477377,0.17779167,0.238993511,0.156989917,0.191451117,0.641993105,0.415118217,0.315731883,0.115506247,0.10029231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330200,NA,NA,NA,2.725291491,NA,3.882885218,NA,5.775428295,NA,6.187634945,NA,7.767826557,NA,8.316774368,NA,6.279512882,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Kansas City, Missouri-Kansas",KS,11839.19531,0.022114363,0.022912417,0.130586743,0.228483111,0.130238652,0.266634017,0.180202112,0.194442108,0.674835205,0.314708382,0.283842415,0.225371063,0.122644305,0.005386025,0.210033357,-0.001788035,-0.006290659,-0.047553018,0.027640507,0.023212194,0.002990991,0.0328421,-0.100409836,-0.031889468,0.109864816,0.022351995,1330200,0.200427234,0.13153699,0.261614799,2.479158878,-0.142721981,3.964115143,0.18464084,6.010686398,0.338669151,6.481417179,0.397192895,7.364797592,-0.299618036,8.276993752,0.063629851,6.993072987,0.816970825,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Kansas City, Missouri-Kansas",KS,14219.53906,0.036588307,0.032875489,0.131840616,0.230604112,0.127284721,0.225903347,0.221289366,0.194918439,0.676049948,0.284124106,0.325124085,0.176245347,0.147156924,1.44739449,0.996307254,0.001253873,0.002121001,-0.002953932,-0.04073067,0.041087255,4.76E-04,0.001214743,-0.030584276,0.04128167,-0.049125716,0.024512619,1330200,0.178946301,1.026004195,0.350924671,2.021586895,-0.326296896,3.32586813,-0.506972075,5.104724407,-0.77468729,5.937852859,-0.412289292,6.609602928,-0.623919666,7.984335899,-0.161382794,6.385437489,-0.476360559,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Kenosha, Wisconsin",WI,7729.412598,0.044510879,0.021425012,0.028296944,0.245764196,0.193537116,0.231266379,0.150393009,0.179039299,0.633571446,0.465622604,0.342818946,0.093773872,0.069900684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123100,NA,NA,NA,1.40161109,NA,3.25790906,NA,4.848419189,NA,4.426902294,NA,7.432776928,NA,8.459853172,NA,6.353203773,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Kenosha, Wisconsin",WI,10537.50684,0.039152663,0.050937854,0.035245318,0.24281764,0.149360001,0.251800776,0.166034669,0.189986914,0.645113349,0.371713459,0.328117311,0.211748764,0.065103076,-0.535821557,2.95128417,0.006948374,-0.002946556,-0.044177115,0.020534396,0.015641659,0.010947615,0.011541903,-0.093909144,-0.014701635,0.117974892,-0.004797608,123100,2.281148911,0.071237773,0.2112104,1.350409985,0,3.351890087,0.145182014,4.441452503,-0.355765432,4.423103333,0.04740224,6.918754578,-0.462821424,8.110361099,-0.298291028,5.584516525,-0.717486262,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Kenosha, Wisconsin",WI,14828.60352,0.032775875,0.049125724,0.035823807,0.231750622,0.134821653,0.222220585,0.228001699,0.183205441,0.671457708,0.302355707,0.366174102,0.186641395,0.097394809,-0.637678802,-0.181213021,5.78E-04,-0.011067018,-0.014538348,-0.029580191,0.06196703,-0.006781474,0.026344359,-0.069357753,0.038056791,-0.025107369,0.032291733,123100,3.485862494,1.441391706,1.043054461,NA,NA,3.071938515,-0.145182014,4.083539486,-0.223143548,5.820810795,1.532476902,6.215551853,-0.568433166,7.642128944,-0.333462626,5.272629261,-0.177117735,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Lakeland-Winter Haven, Florida",FL,1199.568115,0.02387787,0.015331419,0.149279848,0.229707897,0.165230855,0.200026914,0.15769282,0.247341499,0.561235428,0.522065818,0.287694216,0.088482022,0.069881096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319660,NA,NA,NA,2.421431303,NA,3.94385767,NA,4.908649921,NA,6.517163754,NA,7.523497105,NA,8.353750229,NA,5.795409679,NA,0,0,0,0,0,0,0,0,1,0,0,0
1990,"Lakeland-Winter Haven, Florida",FL,1444.75354,0.028984368,0.025282994,0.132639959,0.212713435,0.124940529,0.210818306,0.16400592,0.287521809,0.551827192,0.402745694,0.315025747,0.184291273,0.066241451,0.510649741,0.99515748,-0.016639888,-0.016994461,-0.040290326,0.010791391,0.0063131,0.040180311,-0.009408236,-0.119320124,0.027331531,0.095809251,-0.003639646,319660,0.076701939,0.470699042,0.181442782,2.410190105,0.223143548,3.530781269,-0.17869179,5.638796329,0.964530885,6.696990013,0.414210856,7.792439938,0.503327608,8.447052956,0.327687413,6.666590691,1.105565548,0,0,0,0,0,0,0,0,0,1,0,0
2.00E+03,"Lakeland-Winter Haven, Florida",FL,1702.487915,0.04258446,0.058560811,0.128905892,0.216070414,0.115612596,0.183823928,0.19385165,0.290641397,0.561710477,0.342495054,0.390921146,0.150629267,0.077869341,1.360009193,3.327781677,-0.003734067,0.003356978,-0.009327933,-0.026994377,0.029845729,0.003119588,0.009883285,-0.06025064,0.075895399,-0.033662006,0.01162789,319660,0.080627657,1.38431108,0.307827055,1.644936562,-0.587786674,4.050078392,0.696763813,4.88283062,-0.57849896,6.008289814,-0.511233091,7.261707783,-0.353265494,8.119752884,-0.149833187,6.091814041,-0.397309482,0,0,0,0,0,0,0,0,1,0,0,0
1980,"Las Vegas, Nevada-Arizona",AZ,141667.1094,0.071683183,0.051686663,0.104036301,0.237353712,0.185001194,0.250011951,0.166467637,0.161165506,0.66758579,0.41738084,0.341973245,0.125836119,0.073160537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464760,NA,NA,NA,3.208581209,NA,4.102003574,NA,6.456593513,NA,6.181000233,NA,8.242423058,NA,8.546286583,NA,6.774801731,NA,1,0,0,0,0,0,0,0,0,0,0,0
1990,"Las Vegas, Nevada-Arizona",AZ,188060.9688,0.075931087,0.064258054,0.100877784,0.224134758,0.129485607,0.263336182,0.187257111,0.195786342,0.657491744,0.312755942,0.31834355,0.264404267,0.069933787,0.424790382,1.257139087,-0.003158517,-0.013218954,-0.055515587,0.013324231,0.020789474,0.034620836,-0.010094047,-0.104624897,-0.023629695,0.138568148,-0.00322675,464760,9.982326508,1.276349187,0.555125237,2.554156542,-0.191055238,3.858212709,0.21957849,5.75861311,-0.234611079,5.797570705,0.079939999,7.459041595,-0.320012569,8.310198784,0.227281436,6.69779253,0.386360198,0,1,0,0,0,0,0,0,0,0,0,0
2.00E+03,"Las Vegas, Nevada-Arizona",AZ,237880.5469,0.099474266,0.109428406,0.101117708,0.253740311,0.12022537,0.217839614,0.197986633,0.210208073,0.630548358,0.287546366,0.375910342,0.203546882,0.09038242,2.354317904,4.517035007,2.40E-04,0.029605553,-0.009260237,-0.045496568,0.010729522,0.014421731,-0.026943386,-0.025209576,0.057566792,-0.060857385,0.020448633,464760,10.71942043,5.179785728,1.10616231,2.207148314,0.274436831,3.569149971,0.332382262,5.684318542,0.547150552,5.657516956,0.481390893,6.971780777,0.13418445,7.826302052,0.137548596,6.784988403,0.708641112,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Lexington, Kentucky",KY,3192.316406,0.024184301,0.005107891,0.14042598,0.225088298,0.196938887,0.259873688,0.146526814,0.171572298,0.651015222,0.424564689,0.223910242,0.124342643,0.137314484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202880,NA,NA,NA,2.511431456,NA,3.735206842,NA,5.29890871,NA,5.919273376,NA,7.883556843,NA,8.737810135,NA,6.301964283,NA,0,0,0,0,0,0,0,0,1,0,0,0
1990,"Lexington, Kentucky",KY,3876.698242,0.024672551,0.005158504,0.136021778,0.202442616,0.156516731,0.288475603,0.173763335,0.178801715,0.690156162,0.301871181,0.220076993,0.248300239,0.153671548,0.048824959,0.005061273,-0.004404202,-0.022645682,-0.040422156,0.028601915,0.027236521,0.007229418,0.03914094,-0.122693509,-0.003833249,0.123957597,0.016357064,202880,0.337333322,0.025184115,0.029574132,2.631492376,0.215111375,4.253751278,0.613594532,5.447480679,0.243622079,6.752363682,0.928140759,7.628268719,-0.160237655,8.826029778,0.183269873,6.243281841,0.036367644,0,0,0,0,0,0,0,0,0,1,0,0
2.00E+03,"Lexington, Kentucky",KY,4717.080078,0.04455008,0.0100367,0.140351489,0.18904902,0.162592292,0.240844563,0.224756494,0.182757631,0.687505066,0.25673604,0.2585724,0.220255882,0.165244341,1.987752914,0.487819642,0.004329711,-0.013393596,0.006075561,-0.04763104,0.050993159,0.003955916,-0.002651095,-0.04513514,0.038495407,-0.028044358,0.011572793,202880,0.414226055,1.074134827,0.041403785,1.536617398,-0.949080527,3.83083415,-0.277122319,5.497430325,0.195744574,6.301636219,-0.304932982,6.873754501,-0.608719468,8.298865318,-0.381369919,5.854105473,-0.243381813,0,0,0,0,0,0,0,0,1,0,0,0
1980,"Longview-Marshall, Texas",TX,6196.457031,0.016595289,0.010572805,0.219004273,0.244931728,0.176113635,0.214315265,0.15859881,0.206040546,0.614293694,0.496650428,0.261875749,0.12180268,0.07673569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152740,NA,NA,NA,2.908637524,NA,3.159951925,NA,4.606871128,NA,5.46531105,NA,7.690159321,NA,7.987376213,NA,5.85682869,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"Longview-Marshall, Texas",TX,8466.161133,0.010107961,0.021093503,0.224391952,0.241295978,0.128408596,0.232204244,0.176031947,0.222059235,0.592421591,0.396235019,0.264229268,0.221142843,0.07765954,-0.648732781,1.052069783,0.005387679,-0.003635749,-0.047705039,0.017888978,0.017433137,0.016018689,-0.021872103,-0.100415409,0.002353519,0.099340163,9.24E-04,152740,1.485991955,-0.040559378,0.078564882,2.225019217,-0.624154329,4.244357109,1.143868923,4.854506969,0.307100147,6.724829197,1.318981886,7.429392338,-0.201302961,8.313307762,0.385395527,6.063754559,0.266389579,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"Longview-Marshall, Texas",TX,11393.43652,0.017727628,0.035225969,0.214817941,0.218597755,0.143595055,0.186833188,0.220960155,0.230013862,0.581011534,0.318253964,0.353332728,0.191496357,0.09448263,0.761966705,1.413246632,-0.009574011,-0.022698224,0.015186459,-0.045371056,0.044928208,0.007954627,-0.011410058,-0.077981055,0.08910346,-0.029646486,0.016823091,152740,1.916508675,2.026940823,0.413120329,2.461833,0.287682086,4.009395599,-0.184093043,4.827392578,0.023754086,5.658463001,-1.015497327,7.199784279,-0.178739548,8.230154037,-0.032285664,6.012886047,0,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Los Angeles-Long Beach, California",CA,3616770.25,0.124999322,0.151871338,0.157429174,0.256368667,0.179209307,0.22275196,0.152788132,0.188881934,0.627279341,0.407270432,0.268285453,0.154823914,0.102488302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7495180,NA,NA,NA,3.139609337,NA,3.883717537,NA,6.435617447,NA,6.411409855,NA,7.857050419,NA,8.114664078,NA,6.999931335,NA,1,0,0,0,0,0,0,0,0,0,0,0
1990,"Los Angeles-Long Beach, California",CA,4838724,0.197383359,0.172906443,0.151649624,0.29014498,0.134792119,0.239677757,0.155338615,0.180046529,0.640704691,0.33368355,0.229453847,0.259266466,0.117470786,7.238403797,2.10351038,-0.005779549,0.033776313,-0.044417188,0.016925797,0.002550483,-0.008835405,0.01342535,-0.073586881,-0.038831607,0.104442552,0.014982484,7495180,16.30319405,3.976003885,2.359916687,2.994654894,0.021149687,3.57979846,-0.137814894,6.569384098,0.299870819,6.887433052,0.642127216,7.236917019,-0.454028994,7.967832565,0.019272409,7.268008232,0.434180886,0,1,0,0,0,0,0,0,0,0,0,0
2.00E+03,"Los Angeles-Long Beach, California",CA,6123069,0.206304878,0.223659977,0.139991149,0.346779913,0.141637579,0.186867043,0.162043646,0.162671804,0.595568478,0.366794229,0.254979551,0.187118888,0.125351757,0.892151892,5.075353622,-0.011658475,0.056634933,0.006845459,-0.052810714,0.006705031,-0.017374724,-0.045136213,0.033110678,0.025525704,-0.072147578,0.007880971,7495180,17.13561249,3.086545944,4.303805828,2.357354164,-0.563866913,3.172032595,-0.334332108,5.698289394,-0.797660947,6.408343792,-0.405655414,6.452708721,-0.710774481,7.452968597,-0.441430062,6.513391018,-0.681183577,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Lubbock, Texas",TX,2787.20459,0.022734102,0.187581375,0.072872393,0.251062512,0.219964758,0.230641648,0.142220378,0.156110704,0.665390074,0.462337077,0.230476409,0.128042445,0.121121235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210540,NA,NA,NA,2.839013577,NA,3.798789263,NA,4.702231884,NA,6.09497118,NA,7.610168934,NA,8.342762947,NA,6.006596088,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"Lubbock, Texas",TX,3752.467285,0.026218282,0.216289103,0.074361779,0.242522761,0.174931809,0.252793878,0.151920766,0.177830786,0.645535707,0.370673537,0.212832689,0.253770739,0.114774242,0.348418027,2.870772839,0.001489386,-0.008539751,-0.045032948,0.02215223,0.009700388,0.021720082,-0.019854367,-0.091663539,-0.01764372,0.125728294,-0.006346993,210540,0.458469987,0.316916972,3.229789972,1.970883131,-0.810930192,4.235247135,0.493657827,4.947687626,0.302655607,5.836862087,-0.200908646,7.312918186,-0.240050375,8.278411865,-0.007150589,5.936447144,-0.012948974,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"Lubbock, Texas",TX,4556.037598,0.023404291,0.264856011,0.07617224,0.23229757,0.186883003,0.207750946,0.189024448,0.184044033,0.64653933,0.318603516,0.300522655,0.212415531,0.114961661,-0.281399131,4.856690884,0.001810461,-0.010225192,0.011951193,-0.045042932,0.037103683,0.006213248,0.001003623,-0.052070022,0.087689966,-0.041355208,1.87E-04,210540,0.381671101,0.173555598,3.153320074,1.673365355,-0.207639366,4.035669804,-0.109698914,4.637845039,-0.219963893,6.791358948,1.04437542,7.095261097,-0.127778992,8.298043251,0.109509543,5.683491707,-0.163076654,0,0,0,0,1,0,0,0,0,0,0,0
1980,"McAllen-Edinburg-Mission, Texas",TX,230773.8281,0.018334985,0.61503613,0.002228164,0.375311941,0.186452761,0.185472369,0.109180033,0.14358288,0.544954658,0.643887937,0.174129888,0.080326825,0.06982173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284320,NA,NA,NA,2.213166475,NA,2.420805693,NA,3.48766923,NA,5.210819721,NA,7.298147678,NA,7.872380733,NA,5.681303024,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"McAllen-Edinburg-Mission, Texas",TX,323928.2188,0.018894503,0.602745891,0.002356751,0.357132316,0.182257801,0.190490246,0.114840336,0.155279309,0.51006937,0.559003472,0.210775062,0.143224776,0.061333265,0.055951811,-1.229023933,1.29E-04,-0.018179625,-0.00419496,0.005017877,0.005660303,0.011696428,-0.034885287,-0.084884465,0.036645174,0.06289795,-0.008488465,284320,32.76392365,4.953380108,13.56218338,2.224318027,0.297251523,3.075689316,0.940983355,4.310876846,1.109307528,5.966061115,1.041340947,7.53159523,0.519547284,8.208614349,0.622333407,6.461731911,1.06652832,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"McAllen-Edinburg-Mission, Texas",TX,416342.3438,0.013995918,0.591144919,0.002911984,0.387155473,0.170597166,0.177325994,0.125112787,0.139808565,0.500293612,0.498772323,0.275626481,0.12762481,0.068487242,-0.489858538,-1.160097122,5.55E-04,0.030023158,-0.011660635,-0.013164252,0.010272451,-0.015470743,-0.009775758,-0.060231149,0.064851418,-0.015599966,0.007153977,284320,32.50356293,5.188439846,13.62443733,1.262661815,-0.559615791,2.584417582,-0.089231133,4.40465641,0.495819986,5.955842972,0.391822338,7.127570629,-0.001984128,8.176896095,0.370322406,6.041365147,-0.01832621,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Medford-Ashland, Oregon",OR,1089.349609,0.024857188,0.019453451,9.62E-04,0.239102557,0.157371789,0.241506413,0.14711538,0.214903846,0.534698248,0.411929339,0.321147442,0.123666257,0.092880882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133500,NA,NA,NA,1.320506573,NA,3.145056009,NA,4.080516338,NA,5.144790649,NA,7.323899746,NA,8.331359863,NA,5.651239872,NA,1,0,0,0,0,0,0,0,0,0,0,0
1990,"Medford-Ashland, Oregon",OR,1428.88501,0.027249901,0.027508691,0.0014198,0.219329759,0.114184089,0.22576277,0.189235866,0.251487494,0.572123885,0.32135877,0.295017868,0.246118397,0.090290025,0.239271298,0.805523992,4.58E-04,-0.019772798,-0.0431877,-0.015743643,0.042120486,0.036583647,0.037425637,-0.090570569,-0.026129574,0.12245214,-0.002590857,133500,0.254333645,0.497065037,0.299625456,1.228750587,0,3.662364006,0.609064043,3.988760471,0,5.559484005,0.506449223,6.835287571,-0.39685604,8.226895332,-0.012708958,5.567347527,0.007863737,0,1,0,0,0,0,0,0,0,0,0,0
2.00E+03,"Medford-Ashland, Oregon",OR,1799.804688,0.025195803,0.036364257,0.002356898,0.207027301,0.129846409,0.168045044,0.237196803,0.257884473,0.578445435,0.281033635,0.355725169,0.193860948,0.112590455,-0.205409706,0.885556638,9.37E-04,-0.012302458,0.01566232,-0.057717726,0.047960937,0.006396979,0.006321549,-0.040325135,0.060707301,-0.052257448,0.02230043,133500,0.277842462,1.188743711,0.400749058,0.799558222,-0.223143548,3.174463987,-0.281851143,3.325286865,-0.457424849,5.224404812,-0.129030257,6.354454041,-0.274784952,8.158548355,0.137702286,5.348157883,-0.013140794,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Miami, Florida",FL,68582,0.362909794,0.091909967,0.243825555,0.267638177,0.166429192,0.202396378,0.139810011,0.223726258,0.593898356,0.465740442,0.253141463,0.124519892,0.100099578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489300,NA,NA,NA,3.543275595,NA,4.094814301,NA,6.957462788,NA,6.769503117,NA,8.150947571,NA,8.658334732,NA,6.88726902,NA,0,0,0,0,0,0,0,0,1,0,0,0
1990,"Miami, Florida",FL,87292.39063,0.457000315,0.124830812,0.263484061,0.31594947,0.151660427,0.208080903,0.139988109,0.184321076,0.611756623,0.398771375,0.239414304,0.204424635,0.099406309,9.409051895,3.292084455,0.019658506,0.048311293,-0.014768764,0.005684525,1.78E-04,-0.039405182,0.017858267,-0.066969067,-0.013727158,0.079904743,-6.93E-04,1489300,1.256321192,0.222175628,0.087289333,2.985867262,-0.296131909,4.110254288,0.276716113,6.9681077,0.271921545,7.020454407,0.512227893,7.971189022,0.081518129,8.730392456,0.333333731,7.53157568,0.905583203,0,0,0,0,0,0,0,0,0,1,0,0
2.00E+03,"Miami, Florida",FL,108346.8984,0.512210846,0.159003347,0.278221518,0.373480499,0.156894296,0.184404656,0.141685903,0.14353466,0.570236146,0.422029793,0.253223777,0.154293969,0.100774698,5.521053314,3.417253494,0.014737457,0.057531029,0.005233869,-0.023676246,0.001697794,-0.040786415,-0.041520476,0.023258418,0.013809472,-0.050130665,0.001368389,1489300,1.413718343,0.433537632,0.102061369,2.182376623,-0.664831281,3.661902428,-0.309692383,6.019369602,-0.810078681,6.660751343,-0.221043855,7.216953278,-0.615576684,8.441696167,-0.150036976,7.005029678,-0.387886584,0,0,0,0,0,0,0,0,1,0,0,0
1980,"Milwaukee-Waukesha, Wisconsin",WI,10817.87207,0.037821308,0.020854875,0.112160191,0.241181657,0.188165173,0.226205677,0.154959559,0.189487934,0.644843876,0.429158926,0.318071783,0.108533427,0.097489387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404400,NA,NA,NA,1.727252603,NA,2.769450903,NA,5.002724171,NA,4.869329453,NA,7.006142139,NA,8.172450066,NA,5.894015789,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Milwaukee-Waukesha, Wisconsin",WI,14424.86133,0.035416845,0.02782619,0.140497908,0.230944723,0.13744697,0.260710806,0.172711462,0.19818604,0.663573325,0.325853974,0.292056203,0.225092188,0.112838276,-0.240446255,0.697131455,0.028337717,-0.010236934,-0.050718203,0.034505129,0.017751902,0.008698106,0.018729448,-0.103304952,-0.02601558,0.11655876,0.015348889,1404400,0.256834894,0.158688396,0.254913121,2.416952133,0.705725968,3.500873566,0.747449338,5.748486519,0.761789083,5.071074009,0.217771024,6.856141567,-0.133974001,8.179278374,0.022855185,6.954177856,1.076188445,0,0,0,0,0,0,0,1,0,0,0,0
